Date,return,
9/30/1930,-0.015479306,
10/1/1930,0.043679661,
10/2/1930,-0.012435393,
10/3/1930,0.012435393,
10/6/1930,-0.042604338,
10/7/1930,0.000537201,
10/8/1930,-0.011885661,
10/9/1930,-0.040482378,
10/10/1930,0.024596041,
10/14/1930,-0.011105111,
10/15/1930,0.016062433,
10/16/1930,-0.017738935,
10/17/1930,-0.04110162,
10/20/1930,0.023611808,
10/21/1930,-0.030042757,
10/22/1930,-0.008836523,
10/23/1930,0.014101233,
10/24/1930,0.034407122,
10/27/1930,0.002252309,
10/28/1930,0.004489345,
10/29/1930,-0.017509739,
10/30/1930,-0.012037922,
10/31/1930,-0.023338223,
11/3/1930,0.011153506,
11/5/1930,-0.030224404,
11/6/1930,0.001803367,
11/7/1930,-0.034212255,
11/10/1930,-0.034780616,
11/11/1930,0.015959483,
11/12/1930,0.021923773,
11/13/1930,0.025689488,
11/14/1930,0.019731583,
11/17/1930,-0.024574147,
11/18/1930,0.010863112,
11/19/1930,0.02079077,
11/20/1930,-0.004123658,
11/21/1930,0.015231694,
11/24/1930,-0.008759297,
11/25/1930,-0.011799488,
11/26/1930,-0.014345673,
11/28/1930,-0.013943966,
12/1/1930,0.02531781,
12/2/1930,0.009478745,
12/3/1930,-0.017246875,
12/4/1930,-0.015110593,
12/5/1930,0.000608828,
12/8/1930,-0.02839697,
12/9/1930,0.000625978,
12/10/1930,-0.015768223,
12/11/1930,-0.011509078,
12/12/1930,-0.007746972,
12/15/1930,-0.032271487,
12/16/1930,-0.034040046,
12/17/1930,0.045354643,
12/18/1930,0.007253576,
12/19/1930,0.011107595,
12/22/1930,-0.033699918,
12/23/1930,0.005361943,
12/24/1930,0.013280408,
12/26/1930,-0.020660515,
12/29/1930,-0.008792752,
12/30/1930,0.022835109,
12/31/1930,0.018421574,
1/2/1931,0.032705704,
1/5/1931,0.005034624,
1/6/1931,0.012476706,
1/7/1931,-0.066648557,
1/8/1931,0.072829109,
1/9/1931,-0.009907202,
1/12/1931,-0.014415793,
1/13/1931,-0.012067469,
1/14/1931,0.011435957,
1/15/1931,-0.023650831,
1/16/1931,0.012214874,
1/19/1931,-0.012214874,
1/20/1931,0.020487272,
1/21/1931,0,
1/22/1931,0.018210864,
1/23/1931,0.021545924,
1/26/1931,-0.001218769,
1/27/1931,-0.004889985,
1/28/1931,-0.018553408,
1/29/1931,0.009319732,
1/30/1931,0.001236156,
2/2/1931,-0.001854776,
2/3/1931,0.004938282,
2/4/1931,0.005526572,
2/5/1931,-0.00675892,
2/6/1931,0.003077934,
2/9/1931,0.04153465,
2/10/1931,0.015794479,
2/11/1931,0.002897771,
2/13/1931,-0.005803905,
2/16/1931,0.009270055,
2/17/1931,-0.016865826,
2/18/1931,0.008759297,
2/19/1931,0.013283418,
2/20/1931,0.015936536,
2/24/1931,0.025642487,
2/25/1931,-0.011068237,
2/26/1931,0.011068237,
2/27/1931,-0.00773479,
3/2/1931,-0.028694007,
3/3/1931,-0.001142205,
3/4/1931,-0.00918491,
3/5/1931,0.019983593,
3/6/1931,-0.021137662,
3/9/1931,0.025086834,
3/10/1931,-0.002254849,
3/11/1931,-0.011350803,
3/12/1931,-0.006872879,
3/13/1931,-0.004608303,
3/16/1931,0.025649739,
3/17/1931,-0.01074975,
3/18/1931,0.012998149,
3/19/1931,0.011167118,
3/20/1931,0.002772333,
3/23/1931,-0.016750755,
3/24/1931,0.006733976,
3/25/1931,-0.005608427,
3/26/1931,-0.013590242,
3/27/1931,-0.018993492,
3/30/1931,-0.032479915,
3/31/1931,0.001799161,
4/1/1931,-0.010238029,
4/2/1931,-0.00424623,
4/6/1931,0.003034843,
4/7/1931,-0.013422959,
4/8/1931,0.013422959,
4/9/1931,-0.005469476,
4/10/1931,0.003042229,
4/13/1931,0.015672413,
4/14/1931,-0.01263929,
4/15/1931,-0.020190346,
4/16/1931,-0.012437971,
4/17/1931,-0.015768223,
4/20/1931,0.014515875,
4/21/1931,-0.026668247,
4/22/1931,-0.020806993,
4/23/1931,0.004588668,
4/24/1931,0,
4/27/1931,-0.035278201,
4/28/1931,-0.006116227,
4/29/1931,-0.020661892,
4/30/1931,0.048889573,
5/1/1931,-0.029591937,
5/4/1931,0.027601887,
5/5/1931,-0.008000043,
5/6/1931,0.004674466,
5/7/1931,-0.004005346,
5/8/1931,0.032250245,
5/11/1931,-0.016324228,
5/12/1931,-0.009923998,
5/13/1931,-0.003330006,
5/14/1931,-0.022260616,
5/15/1931,-0.015120563,
5/18/1931,-0.042439183,
5/19/1931,-0.000722805,
5/20/1931,-0.005801322,
5/21/1931,0.010130333,
5/22/1931,0.003593249,
5/25/1931,-0.039507698,
5/26/1931,0.00074599,
5/27/1931,-0.011248713,
5/28/1931,0.003763648,
5/29/1931,-0.022028996,
6/1/1931,-0.048790164,
6/2/1931,-0.016260521,
6/3/1931,0.072701832,
6/4/1931,0.032248764,
6/5/1931,-0.01113184,
6/8/1931,0.011869576,
6/9/1931,-0.016357242,
6/10/1931,0.026628792,
6/11/1931,0.002187387,
6/12/1931,0.001455604,
6/15/1931,-0.008765578,
6/16/1931,0.002198608,
6/17/1931,-0.011041702,
6/18/1931,-0.017924304,
6/19/1931,-0.003775014,
6/22/1931,0.099975391,
6/23/1931,-0.013783816,
6/24/1931,0.046109863,
6/25/1931,-0.006648961,
6/26/1931,0.023732162,
6/29/1931,-0.017083201,
6/30/1931,-0.017380117,
7/1/1931,0.016053856,
7/2/1931,-0.008663833,
7/3/1931,0.021192846,
7/6/1931,-0.010540282,
7/7/1931,-0.039856677,
7/8/1931,-0.009695367,
7/9/1931,0.008316056,
7/10/1931,0.009615459,
7/13/1931,-0.027721803,
7/14/1931,-0.009887086,
7/15/1931,-0.020796734,
7/16/1931,0.024339068,
7/17/1931,0.009151771,
7/20/1931,0.013226785,
7/21/1931,0.011004238,
7/22/1931,-0.023530497,
7/23/1931,0,
7/24/1931,-0.021947784,
7/27/1931,0.004285721,
7/28/1931,0.010634627,
7/29/1931,-0.031521234,
7/30/1931,0.004357305,
7/31/1931,-0.005085372,
8/3/1931,0.014461568,
8/4/1931,-0.006481838,
8/5/1931,-0.014556298,
8/6/1931,-0.006620105,
8/7/1931,0.004418269,
8/10/1931,-0.004418269,
8/11/1931,0.031956241,
8/12/1931,-0.013674197,
8/13/1931,0.015816289,
8/14/1931,0.01907511,
8/17/1931,-0.016937596,
8/18/1931,0.003552402,
8/19/1931,0.002832863,
8/20/1931,0.002119393,
8/21/1931,-0.02212006,
8/24/1931,-0.00796817,
8/25/1931,-0.003642991,
8/26/1931,0.016648955,
8/27/1931,-0.005759555,
8/28/1931,0.010057556,
8/31/1931,-0.009335795,
9/1/1931,0.004319661,
9/2/1931,-0.018854801,
9/3/1931,-0.022955469,
9/4/1931,-0.004504512,
9/8/1931,-0.032112851,
9/9/1931,-0.008583744,
9/10/1931,-0.011032421,
9/11/1931,0.005531425,
9/14/1931,-0.047608829,
